Age,Occupation,Gender,Worth,Product.Type,MaritalStatus,Location,Buy.Status
43,Professional,M,2400000,Savings,M,LAGOS,Y
30,Civil service,M,2400000,Savings,M,LAGOS,Y
28,Enterprenuer,F,2400000,Savings,M,OGUN,Y
27,Civil service,M,2400000,Savings,S,LAGOS,Y
48,Civil service,F,2400000,Savings,M,OGUN,Y
31,Enterprenuer,F,2400000,Savings,M,LAGOS,Y
45,Civil service,F,2400000,Savings,M,LAGOS,Y
43,Civil service,M,2400000,Savings,M,LAGOS,Y
23,Student,M,2400000,Savings,S,LAGOS,Y
32,Civil service,M,2400000,Savings,S,OYO,Y
26,Civil service,F,2400000,Savings,S,LAGOS,Y
26,Enterprenuer,M,2400000,Savings,S,LAGOS,Y
39,Unemployed,F,2400000,Savings,M,LAGOS,Y
50,Civil service,F,2400000,Savings,M,LAGOS,Y
45,Civil service,M,2400000,Savings,M,LAGOS,Y
54,Enterprenuer,M,2400000,Savings,M,LAGOS,Y
36,Enterprenuer,F,2400000,Savings,M,BENUE,Y
32,Professional,M,2400000,Savings,M,LAGOS,Y
45,Enterprenuer,M,2400000,Savings,M,OGUN,Y
37,Civil service,M,2400000,Savings,S,LAGOS,Y
53,Civil service,F,2400000,Savings,M,LAGOS,Y
59,Professional,M,2400000,Savings,M,LAGOS,N
51,Civil service,M,2400000,Savings,M,OGUN,Y
30,Civil service,F,2400000,Savings,S,OYO,Y
43,Professional,M,2400000,Savings,M,LAGOS,Y
48,Enterprenuer,M,2400000,Savings,M,LAGOS,Y
33,Civil service,M,2400000,Savings,S,JIGAWA,Y
33,Enterprenuer,F,2400000,Savings,S,DELTA,Y
54,Professional,M,2400000,Savings,M,LAGOS,Y
26,Enterprenuer,M,2400000,Savings,S,OGUN,Y
36,Civil service,M,2400000,Savings,M,LAGOS,Y
30,Civil service,M,2400000,Savings,S,LAGOS,Y
28,Civil service,M,2400000,Savings,S,LAGOS,Y
34,Civil service,F,2400000,Savings,M,LAGOS,Y
31,Enterprenuer,M,2400000,Savings,S,LAGOS,Y
57,Civil service,M,2400000,Savings,M,LAGOS,Y
52,Civil service,F,2400000,Savings,M,LAGOS,Y
50,Civil service,F,2400000,Savings,M,OGUN,Y
46,Civil service,M,2400000,Savings,M,LAGOS,Y
30,Civil service,F,2400000,Savings,M,LAGOS,Y
36,Civil service,F,2400000,Savings,M,LAGOS,Y
47,Civil service,M,2400000,Savings,M,LAGOS,Y
48,Civil service,M,2400000,Savings,M,LAGOS,N
48,Enterprenuer,M,2400000,Savings,M,KANO,Y
25,Civil service,M,2400000,Savings,S,LAGOS,Y
31,Civil service,M,2400000,Savings,S,EDO,Y
35,Civil service,F,2400000,Savings,M,LAGOS,Y
31,Professional,M,2400000,Savings,S,OGUN,Y
46,Civil service,M,2400000,Savings,S,LAGOS,N
35,Enterprenuer,M,2400000,Savings,M,LAGOS,Y
22,Enterprenuer,F,2400000,Savings,S,LAGOS,Y
24,Civil service,M,2400000,Savings,S,LAGOS,Y
29,Civil service,M,2400000,Savings,S,OGUN,Y
55,Civil service,M,2400000,Savings,M,OGUN,Y
52,Enterprenuer,F,2400000,Savings,M,OGUN,Y
26,Civil service,M,2400000,Savings,S,LAGOS,Y
52,Civil service,M,2400000,Savings,M,LAGOS,Y
48,Professional,F,2400000,Savings,M,ABUJA,Y
48,Professional,F,2400000,Savings,M,ABUJA,Y
51,Enterprenuer,M,2400000,Savings,M,LAGOS,Y
29,Civil service,M,2400000,Savings,S,LAGOS,Y
41,Civil service,M,2400000,Savings,S,OGUN,Y
51,Enterprenuer,M,2400000,Savings,M,OGUN,Y
29,Enterprenuer,M,2400000,Savings,S,LAGOS,Y
35,Professional,M,2400000,Savings,M,OGUN,Y
55,Civil service,M,2400000,Savings,M,OGUN,Y
53,Professional,M,2400000,Savings,M,OGUN,N
51,Civil service,M,2400000,Savings,M,LAGOS,Y
36,Enterprenuer,F,2400000,Savings,M,LAGOS,Y
46,Enterprenuer,M,2400000,Savings,M,LAGOS,Y
51,Civil service,M,2400000,Savings,M,LAGOS,Y
29,Professional,F,2400000,Savings,S,LAGOS,Y
58,Civil service,M,2400000,Savings,M,PLATEAU,Y
43,Civil service,M,2400000,Savings,M,LAGOS,N
46,Civil service,M,2400000,Savings,M,OGUN,Y
56,Civil service,M,2400000,Savings,M,NIGER,Y
38,Civil service,M,2400000,Savings,M,LAGOS,Y
45,Civil service,M,2400000,Savings,M,LAGOS,Y
23,Enterprenuer,F,2400000,Savings,S,LAGOS,Y
49,Civil service,M,2400000,Savings,M,LAGOS,Y
40,Civil service,M,2400000,Savings,M,LAGOS,Y
25,Civil service,M,2400000,Savings,S,OGUN,Y
28,Civil service,M,2400000,Savings,S,LAGOS,Y
22,Student,M,2400000,Savings,S,NIGER,Y
56,Civil service,M,2400000,Savings,M,LAGOS,Y
32,Civil service,M,2400000,Savings,M,LAGOS,Y
51,Enterprenuer,M,2400000,Savings,M,LAGOS,Y
44,Civil service,M,2400000,Savings,M,RIVERS,Y
41,Enterprenuer,M,2400000,Savings,S,LAGOS,Y
20,Enterprenuer,F,2400000,Savings,S,EDO,Y
30,Civil service,M,2400000,Savings,S,LAGOS,Y
30,Civil service,M,2400000,Savings,S,OGUN,Y
56,Civil service,M,2400000,Savings,M,LAGOS,Y
28,Civil service,M,2400000,Savings,S,LAGOS,Y
54,Professional,M,2400000,Savings,M,LAGOS,Y
53,Professional,M,2400000,Savings,M,LAGOS,Y
46,Civil service,M,2400000,Savings,M,LAGOS,Y
51,Civil service,M,2400000,Savings,M,LAGOS,Y
39,Civil service,M,2400000,Savings,M,LAGOS,Y
32,Enterprenuer,M,2400000,Savings,S,LAGOS,Y
32,Civil service,M,2400000,Savings,S,LAGOS,Y
26,Professional,F,2400000,Savings,S,LAGOS,Y
48,Civil service,M,2400000,Savings,M,OYO,Y
52,Civil service,M,2400000,Savings,M,ABUJA,Y
39,Civil service,M,2400000,Savings,M,OYO,Y
37,Civil service,M,2400000,Savings,M,OGUN,Y
28,Civil service,M,2400000,Savings,S,LAGOS,Y
28,Enterprenuer,F,2400000,Savings,M,LAGOS,Y
34,Professional,F,2400000,Savings,S,LAGOS,Y
45,Professional,M,2400000,Savings,M,OGUN,Y
27,Civil service,M,2400000,Whole Life,S,LAGOS,Y
38,Enterprenuer,M,2400000,Whole Life,M,LAGOS,Y
25,Enterprenuer,F,2400000,Whole Life,S,LAGOS,Y
53,Civil service,M,2418750,Whole Life,M,LAGOS,Y
24,Enterprenuer,F,2420000,Whole Life,S,LAGOS,Y
24,Enterprenuer,F,2420000,Whole Life,S,LAGOS,Y
36,Civil service,M,2420000,Whole Life,M,OGUN,Y
58,Civil service,F,2429500,Whole Life,M,OYO,Y
35,Civil service,M,2447500,Whole Life,S,LAGOS,Y
35,Civil service,M,2450000,Whole Life,M,LAGOS,Y
28,Civil service,M,2450000,Whole Life,S,LAGOS,Y
39,Civil service,F,2450000,Whole Life,M,OGUN,Y
47,Civil service,M,2490000,Savings,M,OGUN,Y
41,Enterprenuer,M,2490000,Savings,M,LAGOS,Y
33,Civil service,M,2490000,Savings,M,LAGOS,Y
39,Civil service,M,2490000,Savings,S,OYO,Y
51,Civil service,M,2490000,Savings,M,OYO,Y
52,Civil service,M,2490000,Savings,M,OYO,N
31,Civil service,F,2490000,Savings,S,LAGOS,Y
39,Civil service,F,2490000,Savings,M,OGUN,Y
54,Civil service,M,2490000,Savings,M,LAGOS,Y
38,Enterprenuer,M,2490000,Savings,M,OGUN,Y
36,Farming,M,2490000,Savings,M,LAGOS,Y
51,Civil service,M,2490000,Savings,M,OYO,Y
59,Enterprenuer,F,2490000,Savings,M,PLATEAU,Y
53,Civil service,M,2490000,Savings,M,LAGOS,Y
46,Civil service,M,2500000,Whole Life,M,ONDO,Y
34,Enterprenuer,F,2500000,Whole Life,M,LAGOS,Y
37,Civil service,M,2500000,Whole Life,M,KADUNA,Y
37,Civil service,M,2500000,Whole Life,M,KADUNA,N
56,Civil service,F,2500000,Whole Life,M,LAGOS,Y
32,Civil service,M,2500000,Whole Life,S,LAGOS,N
27,Civil service,F,2500000,Whole Life,S,LAGOS,Y
28,Civil service,M,2500000,Whole Life,S,OSUN,N
45,Civil service,F,2500000,Whole Life,M,LAGOS,Y
37,Civil service,M,2500000,Whole Life,M,LAGOS,Y
33,Civil service,M,2500000,Whole Life,S,LAGOS,Y
49,Civil service,M,2500000,Whole Life,M,LAGOS,Y
49,Civil service,F,2500000,Whole Life,M,LAGOS,Y
34,Enterprenuer,F,2500000,Whole Life,M,DELTA,Y
34,Enterprenuer,M,2500000,Whole Life,M,OGUN,Y
28,Civil service,M,2500000,Whole Life,S,LAGOS,Y
30,Civil service,F,2500000,Whole Life,S,OYO,N
31,Civil service,F,2500000,Whole Life,S,KOGI,Y
41,Professional,M,2500000,Whole Life,M,LAGOS,Y
49,Civil service,M,2500000,Whole Life,M,OGUN,Y
33,Civil service,F,2500000,Whole Life,S,LAGOS,Y
47,Civil service,M,2500000,Whole Life,M,LAGOS,Y
40,Civil service,M,2500000,Whole Life,M,LAGOS,Y
43,Civil service,M,2500000,Whole Life,S,LAGOS,Y
43,Civil service,M,2500000,Whole Life,M,LAGOS,Y
25,Civil service,M,2500000,Whole Life,S,OGUN,Y
43,Civil service,M,2500000,Whole Life,M,LAGOS,Y
29,Civil service,M,2500000,Whole Life,S,LAGOS,Y
39,Civil service,F,2500000,Whole Life,S,LAGOS,Y
53,Civil service,M,2500000,Whole Life,M,LAGOS,Y
56,Civil service,M,2500000,Whole Life,M,LAGOS,Y
40,Civil service,M,2500000,Whole Life,M,LAGOS,Y
34,Civil service,M,2520000,Savings,S,LAGOS,Y
23,Civil service,F,2520000,Whole Life,S,LAGOS,Y
27,Civil service,F,2550000,Whole Life,S,LAGOS,Y
46,Civil service,M,2550000,Whole Life,M,OGUN,N
36,Civil service,M,2550000,Whole Life,S,LAGOS,Y
46,Enterprenuer,M,2560000,Whole Life,M,LAGOS,Y
29,Civil service,M,2580000,Savings,S,LAGOS,Y
46,Civil service,M,2580000,Savings,M,ONDO,Y
28,Civil service,M,2580000,Savings,S,LAGOS,Y
41,Civil service,M,2580000,Savings,M,LAGOS,Y
27,Civil service,M,2580000,Savings,S,LAGOS,Y
48,Civil service,M,2580000,Savings,M,OGUN,Y
52,Civil service,F,2580000,Savings,M,OGUN,Y
44,Civil service,M,2580000,Savings,M,LAGOS,Y
52,Civil service,F,2580000,Savings,M,LAGOS,Y
53,Civil service,M,2580000,Savings,M,LAGOS,Y
59,Farming,M,2580000,Savings,M,OGUN,Y
33,Civil service,F,2580000,Savings,M,LAGOS,Y
33,Civil service,F,2580000,Savings,M,LAGOS,Y
39,Civil service,F,2580000,Whole Life,M,LAGOS,Y
34,Civil service,F,2593750,Whole Life,S,LAGOS,Y
46,Civil service,M,2600000,Whole Life,M,LAGOS,Y
33,Enterprenuer,M,2600000,Whole Life,S,LAGOS,Y
51,Civil service,M,2600000,Whole Life,M,LAGOS,Y
43,Civil service,M,2600000,Whole Life,M,LAGOS,N
44,Civil service,M,2600000,Whole Life,M,LAGOS,Y
35,Civil service,F,2600000,Whole Life,M,LAGOS,Y
33,Civil service,M,2600000,Whole Life,M,LAGOS,Y
26,Civil service,F,2600000,Whole Life,S,KOGI,N
41,Civil service,M,2600000,Whole Life,S,LAGOS,Y
29,Professional,M,2600000,Whole Life,S,LAGOS,Y
29,Professional,M,2600000,Whole Life,M,OYO,Y
33,Professional,F,2633750,Whole Life,S,LAGOS,Y
37,Civil service,M,2645625,Whole Life,M,LAGOS,Y
38,Civil service,M,2660000,Whole Life,M,LAGOS,Y
43,Civil service,M,2660000,Whole Life,M,LAGOS,Y
37,Enterprenuer,M,2660000,Whole Life,M,LAGOS,N
28,Civil service,M,2660000,Whole Life,S,LAGOS,Y
27,Civil service,M,2670000,Savings,S,OGUN,Y
46,Civil service,M,2670000,Savings,M,LAGOS,Y
28,Civil service,M,2687500,Whole Life,S,OSUN,Y
50,Enterprenuer,M,2700000,Whole Life,M,LAGOS,Y
44,Enterprenuer,F,2730000,Savings,M,LAGOS,Y
27,Civil service,M,2750000,Whole Life,S,OGUN,N
27,Civil service,F,2750000,Whole Life,S,LAGOS,Y
26,Civil service,M,2750000,Whole Life,S,OSUN,Y
34,Civil service,M,2760000,Savings,S,NASARAWA,Y
55,Civil service,F,2760000,Savings,S,DELTA,N
26,Civil service,M,2760000,Savings,S,LAGOS,Y
42,Civil service,M,2795000,Whole Life,M,LAGOS,Y
46,Civil service,M,2795000,Whole Life,M,OGUN,Y
42,Enterprenuer,F,2800000,Whole Life,M,LAGOS,Y
39,Civil service,F,2800000,Whole Life,M,LAGOS,Y
37,Civil service,F,2800000,Whole Life,M,LAGOS,Y
39,Enterprenuer,F,2800000,Whole Life,M,OGUN,Y
24,Civil service,M,2800000,Whole Life,S,LAGOS,Y
31,Enterprenuer,M,2800000,Whole Life,S,LAGOS,Y
29,Civil service,M,2800000,Whole Life,S,NASARAWA,N
47,Civil service,M,2800000,Whole Life,M,LAGOS,Y
30,Civil service,M,2820000,Whole Life,M,LAGOS,Y
29,Professional,M,2850000,Whole Life,M,LAGOS,Y
38,Civil service,M,2850000,Whole Life,M,LAGOS,N
56,Civil service,M,2860000,Whole Life,M,LAGOS,Y
31,Civil service,M,2875625,Whole Life,S,OGUN,Y
43,Civil service,M,2880000,Savings,M,LAGOS,N
45,Enterprenuer,M,2880000,Savings,M,LAGOS,Y
27,Civil service,M,2880000,Savings,S,LAGOS,Y
33,Civil service,F,2900000,Whole Life,S,EKITI,Y
35,Enterprenuer,F,2900000,Whole Life,M,OGUN,Y
28,Civil service,F,2900000,Whole Life,S,LAGOS,Y
36,Civil service,F,2940000,Savings,M,LAGOS,Y
34,Civil service,M,2940000,Savings,S,LAGOS,Y
54,Professional,M,3000000,Savings,M,ONDO,Y
25,Civil service,F,3000000,Savings,M,LAGOS,Y
46,Civil service,M,3000000,Savings,M,LAGOS,Y
55,Professional,M,3000000,Savings,M,LAGOS,Y
33,Civil service,M,3000000,Savings,M,LAGOS,Y
43,Professional,M,3000000,Savings,M,LAGOS,Y
30,Civil service,M,3000000,Savings,M,ABUJA,Y
40,Civil service,M,3000000,Term,M,OGUN,Y
35,Professional,M,3000000,Term,M,LAGOS,Y
57,Civil service,M,3000000,Term,M,LAGOS,Y
44,Civil service,M,3000000,Term,M,LAGOS,Y
42,Civil service,F,3000000,Term,S,LAGOS,N
26,Civil service,M,3000000,Term,S,LAGOS,N
26,Civil service,M,3000000,Term,S,LAGOS,Y
41,Civil service,M,3000000,Term,M,LAGOS,Y
28,Civil service,F,3000000,Term,S,LAGOS,N
49,Civil service,F,3000000,Term,S,OGUN,N
49,Civil service,F,3000000,Term,S,OGUN,Y
30,Civil service,M,3000000,Term,S,LAGOS,N
43,Civil service,M,3000000,Term,M,OYO,N
43,Civil service,M,3000000,Term,M,OYO,Y
27,Civil service,F,3000000,Term,S,LAGOS,Y
27,Civil service,M,3000000,Term,S,LAGOS,Y
39,Civil service,M,3000000,Term,M,LAGOS,Y
38,Civil service,M,3000000,Term,M,LAGOS,Y
27,Civil service,M,3000000,Term,S,ABUJA,Y
38,Civil service,M,3000000,Term,M,LAGOS,Y
38,Enterprenuer,M,3000000,Term,M,OGUN,N
38,Enterprenuer,M,3000000,Term,M,OGUN,Y
42,Civil service,M,3000000,Term,M,LAGOS,Y
42,Enterprenuer,M,3000000,Term,M,LAGOS,Y
30,Enterprenuer,F,3000000,Term,S,OGUN,Y
40,Professional,M,3000000,Term,M,LAGOS,Y
40,Enterprenuer,F,3000000,Term,M,LAGOS,Y
37,Enterprenuer,M,3000000,Term,M,OGUN,Y
39,Civil service,M,3000000,Term,M,LAGOS,Y
33,Civil service,M,3000000,Term,M,LAGOS,Y
52,Enterprenuer,F,3000000,Term,M,OGUN,N
52,Enterprenuer,F,3000000,Term,M,OGUN,Y
27,Enterprenuer,F,3000000,Term,M,LAGOS,Y
22,Civil service,F,3000000,Term,S,LAGOS,Y
38,Civil service,M,3000000,Term,S,LAGOS,Y
36,Civil service,F,3000000,Term,M,LAGOS,Y
22,Student,F,3000000,Term,S,LAGOS,Y
37,Enterprenuer,F,3000000,Term,M,LAGOS,Y
23,Enterprenuer,M,3000000,Term,S,LAGOS,Y
27,Civil service,F,3000000,Term,S,LAGOS,Y
26,Civil service,F,3000000,Term,S,OYO,Y
33,Civil service,M,3000000,Term,M,KOGI,Y
39,Enterprenuer,M,3000000,Term,M,LAGOS,Y
25,Civil service,M,3000000,Term,S,LAGOS,Y
37,Enterprenuer,M,3000000,Term,M,LAGOS,Y
24,Civil service,M,3000000,Term,S,DELTA,Y
25,Civil service,M,3000000,Term,S,OGUN,Y
48,Civil service,M,3000000,Term,M,LAGOS,Y
30,Civil service,F,3000000,Term,S,LAGOS,Y
20,Civil service,M,3000000,Term,S,LAGOS,Y
63,Civil service,F,3000000,Term,M,LAGOS,Y
25,Enterprenuer,F,3000000,Term,S,LAGOS,Y
32,Civil service,M,3000000,Term,S,LAGOS,Y
23,Civil service,F,3000000,Term,S,OGUN,Y
32,Civil service,M,3000000,Term,M,LAGOS,Y
23,Civil service,F,3000000,Term,S,LAGOS,N
36,Civil service,M,3000000,Whole Life,S,LAGOS,Y
48,Civil service,M,3000000,Whole Life,M,ONDO,Y
29,Civil service,M,3000000,Whole Life,S,LAGOS,Y
28,Civil service,M,3000000,Whole Life,S,LAGOS,Y
56,Enterprenuer,M,3000000,Whole Life,M,OGUN,Y
62,Enterprenuer,F,3000000,Whole Life,S,LAGOS,Y
55,Enterprenuer,F,3000000,Whole Life,M,LAGOS,Y
30,Civil service,F,3000000,Whole Life,S,OGUN,Y
60,Professional,M,3000000,Whole Life,M,LAGOS,Y
64,Enterprenuer,F,3000000,Whole Life,M,OYO,Y
56,Civil service,F,3000000,Whole Life,M,LAGOS,Y
33,Civil service,M,3000000,Whole Life,M,LAGOS,Y
39,Civil service,F,3000000,Whole Life,M,NIGER,N
38,Civil service,M,3000000,Whole Life,S,ONDO,Y
51,Civil service,M,3000000,Whole Life,M,LAGOS,Y
33,Civil service,F,3000000,Whole Life,S,LAGOS,N
33,Civil service,F,3000000,Whole Life,S,LAGOS,Y
52,Civil service,M,3000000,Whole Life,M,LAGOS,Y
44,Civil service,M,3000000,Whole Life,M,LAGOS,Y
25,Civil service,M,3000000,Whole Life,S,LAGOS,Y
28,Civil service,M,3000000,Whole Life,S,LAGOS,Y
35,Civil service,M,3000000,Whole Life,M,LAGOS,Y
30,Civil service,F,3000000,Whole Life,S,LAGOS,Y
30,Civil service,F,3000000,Whole Life,S,BAYELSA,Y
59,Civil service,M,3000000,Whole Life,M,LAGOS,N
36,Civil service,M,3000000,Whole Life,M,LAGOS,Y
24,Civil service,M,3000000,Whole Life,S,OGUN,Y
46,Civil service,M,3000000,Whole Life,M,LAGOS,Y
35,Civil service,F,3000000,Whole Life,S,DELTA,N
37,Civil service,F,3000000,Whole Life,M,LAGOS,Y
41,Enterprenuer,M,3000000,Whole Life,M,LAGOS,N
41,Enterprenuer,M,3000000,Whole Life,M,LAGOS,N
41,Enterprenuer,M,3000000,Whole Life,M,LAGOS,N
41,Enterprenuer,M,3000000,Whole Life,M,LAGOS,Y
32,Civil service,M,3000000,Whole Life,S,LAGOS,Y
31,Enterprenuer,M,3000000,Whole Life,S,LAGOS,Y
30,Professional,M,3000000,Whole Life,M,LAGOS,Y
52,Enterprenuer,M,3000000,Whole Life,M,LAGOS,Y
55,Civil service,M,3000000,Whole Life,M,LAGOS,N
51,Enterprenuer,M,3000000,Whole Life,M,LAGOS,Y
37,Enterprenuer,F,3000000,Whole Life,M,OGUN,Y
34,Civil service,M,3000000,Whole Life,S,LAGOS,N
41,Civil service,M,3000000,Whole Life,M,LAGOS,Y
24,Civil service,F,3000000,Whole Life,S,EDO,Y
35,Civil service,M,3000000,Whole Life,M,LAGOS,Y
33,Civil service,M,3000000,Whole Life,S,LAGOS,Y
22,Student,F,3000000,Whole Life,S,LAGOS,Y
33,Civil service,M,3000000,Whole Life,S,LAGOS,Y
24,Enterprenuer,F,3000000,Whole Life,S,LAGOS,Y
23,Student,F,3000000,Whole Life,S,LAGOS,N
23,Student,F,3000000,Whole Life,S,LAGOS,Y
32,Professional,M,3000000,Whole Life,S,ABUJA,Y
30,Civil service,M,3000000,Whole Life,S,OYO,Y
44,Civil service,M,3000000,Whole Life,M,LAGOS,N
44,Civil service,M,3000000,Whole Life,M,LAGOS,N
44,Civil service,M,3000000,Whole Life,M,LAGOS,Y
55,Civil service,M,3000000,Whole Life,M,LAGOS,Y
39,Civil service,F,3000000,Whole Life,M,LAGOS,Y
25,Civil service,F,3000000,Whole Life,S,OYO,Y
33,Civil service,M,3000000,Whole Life,M,LAGOS,N
44,Civil service,F,3000000,Whole Life,M,LAGOS,Y
53,Civil service,F,3000000,Whole Life,S,LAGOS,Y
46,Professional,M,3000000,Whole Life,M,OGUN,Y
55,Civil service,M,3000000,Whole Life,M,OGUN,Y
25,Civil service,F,3000000,Whole Life,S,LAGOS,Y
26,Enterprenuer,M,3000000,Whole Life,S,LAGOS,Y
36,Civil service,M,3000000,Whole Life,S,LAGOS,Y
27,Civil service,F,3000000,Whole Life,M,LAGOS,Y
24,Civil service,M,3000000,Whole Life,S,LAGOS,N
35,Enterprenuer,M,3000000,Whole Life,M,LAGOS,N
35,Enterprenuer,M,3000000,Whole Life,M,LAGOS,Y
58,Enterprenuer,M,3000000,Whole Life,M,OGUN,Y
36,Civil service,M,3000000,Whole Life,M,LAGOS,N
30,Enterprenuer,M,3000000,Whole Life,S,LAGOS,Y
38,Civil service,M,3000000,Whole Life,S,ABUJA,Y
65,Professional,M,3000000,Whole Life,M,OYO,N
32,Civil service,M,3000000,Whole Life,S,LAGOS,Y
53,Professional,F,3000000,Whole Life,M,LAGOS,Y
27,Civil service,F,3000000,Whole Life,S,LAGOS,Y
26,Civil service,M,3000000,Whole Life,M,LAGOS,Y
36,Civil service,M,3000000,Whole Life,S,OGUN,Y
45,Civil service,M,3000000,Whole Life,M,LAGOS,Y
42,Civil service,M,3000000,Whole Life,M,LAGOS,Y
31,Civil service,M,3000000,Whole Life,S,LAGOS,Y
50,Civil service,M,3000000,Whole Life,M,OGUN,Y
52,Professional,M,3000000,Whole Life,M,OYO,Y
26,Civil service,M,3000000,Whole Life,S,LAGOS,Y
59,Civil service,M,3000000,Whole Life,M,OGUN,Y
35,Enterprenuer,M,3000000,Whole Life,M,LAGOS,Y
42,Professional,M,3000000,Whole Life,M,OSUN,N
55,Civil service,M,3000000,Whole Life,M,LAGOS,N
55,Professional,M,3000000,Whole Life,M,LAGOS,Y
31,Civil service,M,3000000,Whole Life,S,LAGOS,Y
54,Professional,M,3000000,Whole Life,M,OGUN,Y
46,Enterprenuer,F,3000000,Whole Life,M,LAGOS,Y
30,Civil service,M,3000000,Whole Life,M,LAGOS,Y
37,Civil service,M,3000000,Whole Life,M,LAGOS,Y
39,Civil service,M,3000000,Whole Life,S,LAGOS,Y
47,Civil service,M,3000000,Whole Life,M,LAGOS,Y
41,Civil service,M,3000000,Whole Life,M,LAGOS,Y
51,Enterprenuer,M,3000000,Whole Life,M,LAGOS,N
26,Professional,F,3000000,Whole Life,S,DELTA,Y
43,Civil service,M,3000000,Whole Life,M,LAGOS,Y
27,Enterprenuer,M,3060000,Whole Life,S,LAGOS,N
34,Civil service,M,3060000,Whole Life,M,LAGOS,N
37,Civil service,F,3060000,Whole Life,S,LAGOS,Y
35,Civil service,M,3060000,Whole Life,M,LAGOS,N
29,Civil service,M,3060000,Whole Life,S,LAGOS,N
30,Civil service,F,3060000,Whole Life,S,LAGOS,Y
28,Civil service,M,3100000,Whole Life,S,LAGOS,Y
39,Civil service,M,3100000,Whole Life,M,LAGOS,N
36,Professional,F,3100000,Whole Life,S,OGUN,Y
40,Civil service,M,3112500,Savings,M,LAGOS,Y
32,Civil service,M,3112500,Savings,S,LAGOS,Y
41,Civil service,F,3112500,Savings,M,LAGOS,Y
56,Civil service,M,3112500,Term,M,LAGOS,Y
36,Civil service,M,3112500,Term,M,LAGOS,Y
39,Civil service,M,3112500,Whole Life,S,OYO,Y
39,Professional,M,3120000,Whole Life,S,LAGOS,Y
58,Civil service,F,3120000,Whole Life,M,OYO,Y
52,Civil service,M,3150000,Whole Life,M,LAGOS,Y
42,Civil service,M,3150000,Whole Life,M,LAGOS,Y
52,Civil service,M,3150000,Whole Life,M,LAGOS,N
42,Civil service,M,3150000,Whole Life,S,LAGOS,N
34,Enterprenuer,M,3150000,Whole Life,M,LAGOS,Y
32,Civil service,M,3150000,Whole Life,S,LAGOS,N
44,Enterprenuer,M,3150000,Whole Life,M,OGUN,Y
49,Civil service,M,3150000,Whole Life,M,LAGOS,N
31,Civil service,M,3150000,Whole Life,S,LAGOS,Y
49,Civil service,M,3150000,Whole Life,M,LAGOS,Y
40,Civil service,M,3150000,Whole Life,M,LAGOS,Y
52,Civil service,M,3150000,Whole Life,M,RIVERS,Y
38,Civil service,M,3150000,Whole Life,M,LAGOS,N
48,Civil service,M,3150000,Whole Life,M,LAGOS,Y
34,Enterprenuer,F,3160000,Whole Life,S,LAGOS,Y
34,Professional,M,3200000,Whole Life,S,ABUJA,Y
29,Civil service,M,3200000,Whole Life,S,LAGOS,Y
35,Civil service,M,3200000,Whole Life,M,LAGOS,Y
33,Professional,M,3200000,Whole Life,S,TARABA,Y
52,Civil service,M,3220000,Whole Life,M,LAGOS,Y
31,Civil service,M,3225000,Savings,S,LAGOS,Y
31,Civil service,M,3225000,Savings,S,LAGOS,Y
44,Civil service,F,3225000,Savings,M,OGUN,Y
31,Civil service,M,3225000,Savings,S,LAGOS,Y
30,Civil service,M,3225000,Term,S,LAGOS,Y
46,Civil service,M,3225000,Term,M,PLATEAU,Y
27,Civil service,M,3225000,Term,M,OYO,Y
44,Civil service,M,3225000,Whole Life,M,LAGOS,Y
62,Civil service,M,3250000,Whole Life,M,ADAMAWA,Y
27,Civil service,M,3250000,Whole Life,S,LAGOS,Y
29,Civil service,M,3250000,Whole Life,S,LAGOS,Y
42,Enterprenuer,M,3250000,Whole Life,M,LAGOS,N
33,Civil service,M,3250000,Whole Life,S,LAGOS,Y
50,Civil service,M,3250000,Whole Life,M,LAGOS,Y
26,Civil service,F,3250000,Whole Life,S,LAGOS,Y
47,Enterprenuer,M,3250000,Whole Life,M,LAGOS,Y
45,Enterprenuer,M,3250000,Whole Life,M,LAGOS,N
45,Enterprenuer,M,3250000,Whole Life,M,LAGOS,Y
44,Civil service,M,3250000,Whole Life,M,LAGOS,Y
46,Civil service,F,3250000,Whole Life,M,LAGOS,Y
46,Civil service,M,3250000,Whole Life,M,OGUN,Y
61,Civil service,M,3300000,Whole Life,M,LAGOS,Y
36,Civil service,M,3300000,Whole Life,M,LAGOS,Y
29,Civil service,M,3300000,Whole Life,S,LAGOS,N
39,Civil service,M,3300000,Whole Life,M,OYO,Y
29,Enterprenuer,M,3300000,Whole Life,M,LAGOS,Y
55,Civil service,M,3300000,Whole Life,M,LAGOS,Y
29,Professional,M,3300000,Whole Life,S,LAGOS,Y
33,Civil service,M,3300000,Whole Life,S,LAGOS,Y
28,Civil service,M,3320000,Whole Life,S,OGUN,Y
39,Civil service,M,3332500,Whole Life,M,LAGOS,Y
38,Enterprenuer,M,3337500,Savings,S,LAGOS,Y
48,Civil service,M,3337500,Term,M,LAGOS,Y
40,Civil service,F,3337500,Whole Life,M,LAGOS,Y
36,Civil service,M,3337500,Whole Life,M,LAGOS,Y
52,Civil service,M,3337500,Whole Life,M,LAGOS,Y
56,Enterprenuer,M,3360000,Savings,M,LAGOS,Y
29,Civil service,F,3375000,Whole Life,S,LAGOS,Y
